EX_NUM,m1,m2,n1,n2,k1,k2,max_f,min_f,max_g,min_g,alpha,th1,th2,BOOL_ALPHA_THETA,EMIN
3, 	 5, 	 5, 	 4, 	 4, 	 1, 	 1, 	 215.1278, 	 0.0022231, 	 604.1473, 	 1.8905e-13, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-12 
Custom, 	 13, 	 13, 	 12, 	 12, 	 2, 	 2, 	 6885094.6816, 	 5.0788e-11, 	 6428727.9924, 	 2.5925e-11, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 13, 	 13, 	 12, 	 12, 	 2, 	 2, 	 66.4763, 	 2.3377e-11, 	 66.4763, 	 2.3377e-11, 	 0.90169, 	 0.55556, 	 0.69753, 	 y,  	 1.000000e-10 
Custom, 	 13, 	 13, 	 12, 	 12, 	 3, 	 3, 	 4971929.1688, 	 1.9402e-10, 	 4854729.6501, 	 8.5592e-11, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 13, 	 13, 	 12, 	 12, 	 3, 	 3, 	 48.0045, 	 8.0873e-11, 	 48.0045, 	 8.0873e-11, 	 0.94486, 	 0.56486, 	 0.68083, 	 y,  	 1.000000e-10 
Custom, 	 13, 	 13, 	 12, 	 12, 	 4, 	 4, 	 3475533.0173, 	 8.1039e-10, 	 3569051.1575, 	 3.0456e-10, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 13, 	 13, 	 12, 	 12, 	 4, 	 4, 	 33.5566, 	 2.4752e-10, 	 33.5566, 	 2.4752e-10, 	 1.1971, 	 0.55291, 	 0.6791, 	 y,  	 1.000000e-10 
Custom, 	 13, 	 13, 	 12, 	 12, 	 5, 	 5, 	 2336817.9322, 	 3.7545e-09, 	 2541944.203, 	 1.181e-09, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 13, 	 13, 	 12, 	 12, 	 5, 	 5, 	 22.5622, 	 1.0708e-09, 	 24.1235, 	 8.0104e-10, 	 1.2873, 	 0.55, 	 0.6791, 	 y,  	 1.000000e-10 
Custom, 	 13, 	 13, 	 12, 	 12, 	 6, 	 6, 	 1498366.9324, 	 1.9652e-08, 	 1742761.4378, 	 5.0604e-09, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 13, 	 13, 	 12, 	 12, 	 6, 	 6, 	 14.4669, 	 5.6048e-09, 	 23.7907, 	 3.9499e-09, 	 1.8517, 	 0.55, 	 0.6791, 	 y,  	 1.000000e-10 
Custom, 	 13, 	 13, 	 12, 	 12, 	 7, 	 7, 	 905361.8012, 	 1.1907e-07, 	 1140383.1273, 	 2.4396e-08, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 13, 	 13, 	 12, 	 12, 	 7, 	 7, 	 8.7414, 	 3.396e-08, 	 18.3072, 	 1.7417e-08, 	 2.1776, 	 0.55, 	 0.6791, 	 y,  	 1.000000e-10 
Custom, 	 13, 	 13, 	 12, 	 12, 	 8, 	 8, 	 506558.4504, 	 8.6344e-07, 	 703736.5231, 	 1.3549e-07, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 13, 	 13, 	 12, 	 12, 	 8, 	 8, 	 4.8909, 	 2.4625e-07, 	 11.2782, 	 7.2425e-08, 	 2.1738, 	 0.55, 	 0.6791, 	 y,  	 1.000000e-10 
Custom, 	 13, 	 13, 	 12, 	 12, 	 9, 	 9, 	 255271.58, 	 7.8593e-06, 	 402408.8355, 	 8.9563e-07, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 13, 	 13, 	 12, 	 12, 	 9, 	 9, 	 2.4647, 	 1.1332e-06, 	 5.3179, 	 2.8198e-07, 	 1.7925, 	 0.55, 	 0.6791, 	 y,  	 1.000000e-10 
Custom, 	 13, 	 13, 	 12, 	 12, 	 10, 	 10, 	 110313.8045, 	 9.5169e-05, 	 207346.8961, 	 7.3838e-06, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 13, 	 13, 	 12, 	 12, 	 10, 	 10, 	 1.0651, 	 2.7859e-06, 	 2.1033, 	 1.1896e-06, 	 1.3759, 	 0.55, 	 0.6791, 	 y,  	 1.000000e-10 
Custom, 	 13, 	 13, 	 12, 	 12, 	 11, 	 11, 	 36817.8292, 	 0.00037761, 	 91624.974, 	 8.1571e-05, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 13, 	 13, 	 12, 	 12, 	 11, 	 11, 	 0.35548, 	 4.5772e-06, 	 0.47392, 	 3.5588e-06, 	 0.7016, 	 0.55, 	 0.6791, 	 y,  	 1.000000e-10 
Custom, 	 13, 	 13, 	 12, 	 12, 	 12, 	 12, 	 6866.218, 	 0.00049295, 	 31247.0057, 	 0.00097762, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 13, 	 13, 	 12, 	 12, 	 12, 	 12, 	 0.066294, 	 3.9835e-06, 	 0.088571, 	 3.6838e-06, 	 0.38448, 	 0.55, 	 0.6791, 	 y,  	 1.000000e-10 
Custom, 	 7, 	 6, 	 7, 	 5, 	 7, 	 3, 	 2016.6009, 	 0.00069537, 	 2480.7367, 	 0.00032658, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 7, 	 6, 	 7, 	 5, 	 7, 	 3, 	 0.021478, 	 0.00027633, 	 0.021478, 	 0.00027633, 	 0.84611, 	 0.35885, 	 0.41362, 	 y,  	 1.000000e-10 
Custom, 	 7, 	 6, 	 7, 	 5, 	 6, 	 4, 	 2780.9965, 	 0.00047948, 	 3989.1134, 	 0.00017505, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 7, 	 6, 	 7, 	 5, 	 6, 	 4, 	 0.026851, 	 0.00014124, 	 0.026851, 	 0.00014124, 	 0.83944, 	 0.35885, 	 0.40174, 	 y,  	 1.000000e-10 
Custom, 	 7, 	 6, 	 7, 	 5, 	 6, 	 3, 	 4285.6814, 	 0.00018473, 	 5272.063, 	 8.6757e-05, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 7, 	 6, 	 7, 	 5, 	 6, 	 3, 	 0.041379, 	 7.3407e-05, 	 0.041379, 	 7.3407e-05, 	 0.84611, 	 0.35885, 	 0.41362, 	 y,  	 1.000000e-10 
Custom, 	 7, 	 6, 	 7, 	 5, 	 5, 	 5, 	 2121.8269, 	 0.00056907, 	 4216.3091, 	 0.00014391, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 7, 	 6, 	 7, 	 5, 	 5, 	 5, 	 0.020486, 	 5.0448e-05, 	 0.020486, 	 5.0448e-05, 	 0.55138, 	 0.35885, 	 0.40939, 	 y,  	 1.000000e-10 
Custom, 	 7, 	 6, 	 7, 	 5, 	 5, 	 4, 	 4394.2964, 	 0.00016836, 	 6303.2609, 	 6.1468e-05, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 7, 	 6, 	 7, 	 5, 	 5, 	 4, 	 0.042427, 	 4.9595e-05, 	 0.042427, 	 4.9595e-05, 	 0.83944, 	 0.35885, 	 0.40174, 	 y,  	 1.000000e-10 
Custom, 	 7, 	 6, 	 7, 	 5, 	 5, 	 3, 	 6771.8727, 	 6.4864e-05, 	 8330.4698, 	 3.0464e-05, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 7, 	 6, 	 7, 	 5, 	 5, 	 3, 	 0.065383, 	 2.5776e-05, 	 0.065383, 	 2.5776e-05, 	 0.84611, 	 0.35885, 	 0.41362, 	 y,  	 1.000000e-10 
Custom, 	 10, 	 10, 	 9, 	 9, 	 7, 	 7, 	 7211.2697, 	 0.00012796, 	 8431.9412, 	 2.923e-05, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 10, 	 10, 	 9, 	 9, 	 7, 	 7, 	 1.022, 	 5.5103e-06, 	 5.5181, 	 3.2979e-06, 	 3.9005, 	 0.45063, 	 0.84471, 	 y,  	 1.000000e-10 
Custom, 	 10, 	 10, 	 9, 	 9, 	 8, 	 8, 	 2589.2505, 	 0.001654, 	 4048.8608, 	 0.00014982, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 10, 	 10, 	 9, 	 9, 	 8, 	 8, 	 0.36696, 	 2.8491e-05, 	 3.3022, 	 1.3533e-05, 	 4.8611, 	 0.45063, 	 0.84471, 	 y,  	 1.000000e-10 
Custom, 	 10, 	 10, 	 9, 	 9, 	 9, 	 9, 	 515.7236, 	 0.039863, 	 1499.8199, 	 0.0005596, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 10, 	 10, 	 9, 	 9, 	 9, 	 9, 	 0.073091, 	 0.00017166, 	 1.0726, 	 4.4324e-05, 	 4.2625, 	 0.45063, 	 0.84471, 	 y,  	 1.000000e-10 
Custom, 	 7, 	 3, 	 7, 	 2, 	 7, 	 1, 	 193.863, 	 0.0037462, 	 154.5478, 	 0.0043217, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 7, 	 3, 	 7, 	 2, 	 7, 	 1, 	 0.016786, 	 0.0037462, 	 0.021274, 	 0.0032128, 	 0.74361, 	 0.35887, 	 0.46787, 	 y,  	 1.000000e-10 
Custom, 	 7, 	 3, 	 7, 	 2, 	 6, 	 2, 	 227.9753, 	 0.0022027, 	 255.8121, 	 0.0017883, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 7, 	 3, 	 7, 	 2, 	 6, 	 2, 	 0.017898, 	 0.0022027, 	 0.037029, 	 0.0015429, 	 0.86274, 	 0.35885, 	 0.46793, 	 y,  	 1.000000e-10 
Custom, 	 7, 	 3, 	 7, 	 2, 	 6, 	 1, 	 411.9979, 	 0.00099518, 	 328.4451, 	 0.0011481, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 7, 	 3, 	 7, 	 2, 	 6, 	 1, 	 0.032345, 	 0.00099518, 	 0.040931, 	 0.00085273, 	 0.74277, 	 0.35885, 	 0.46793, 	 y,  	 1.000000e-10 
Custom, 	 16, 	 16, 	 15, 	 15, 	 1, 	 1, 	 10635321.2861, 	 3.3163e-15, 	 7865729.0781, 	 2.7181e-15, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 16, 	 16, 	 15, 	 15, 	 1, 	 1, 	 70.132, 	 2.3799e-15, 	 70.132, 	 2.3799e-15, 	 0.87557, 	 0.61683, 	 0.7534, 	 y,  	 1.000000e-10 
Custom, 	 16, 	 16, 	 15, 	 15, 	 2, 	 2, 	 8059681.5677, 	 1.154e-14, 	 6144811.1109, 	 8.4938e-15, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 16, 	 16, 	 15, 	 15, 	 2, 	 2, 	 53.1476, 	 7.7124e-15, 	 53.1476, 	 7.7124e-15, 	 0.908, 	 0.61626, 	 0.75075, 	 y,  	 1.000000e-10 
Custom, 	 16, 	 16, 	 15, 	 15, 	 3, 	 3, 	 5988961.2177, 	 4.2673e-14, 	 4719377.0019, 	 2.7991e-14, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 16, 	 16, 	 15, 	 15, 	 3, 	 3, 	 39.4927, 	 2.6418e-14, 	 39.4927, 	 2.6418e-14, 	 0.94382, 	 0.61457, 	 0.74922, 	 y,  	 1.000000e-10 
Custom, 	 16, 	 16, 	 15, 	 15, 	 4, 	 4, 	 4352314.274, 	 1.6884e-13, 	 3555751.0302, 	 9.7834e-14, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 16, 	 16, 	 15, 	 15, 	 4, 	 4, 	 28.7003, 	 9.7607e-14, 	 28.7093, 	 9.5001e-14, 	 0.97104, 	 0.61371, 	 0.74706, 	 y,  	 1.000000e-10 
Custom, 	 16, 	 16, 	 15, 	 15, 	 5, 	 5, 	 3083534.1729, 	 7.2068e-13, 	 2621341.1669, 	 3.6513e-13, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 16, 	 16, 	 15, 	 15, 	 5, 	 5, 	 20.3336, 	 4.1663e-13, 	 22.3623, 	 3.7462e-13, 	 1.026, 	 0.61371, 	 0.74706, 	 y,  	 1.000000e-10 
Custom, 	 16, 	 16, 	 15, 	 15, 	 6, 	 6, 	 2121473.4851, 	 3.3518e-12, 	 1884909.9893, 	 1.4668e-12, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 16, 	 16, 	 15, 	 15, 	 6, 	 6, 	 13.9895, 	 1.9377e-12, 	 14.7448, 	 1.38e-12, 	 0.9408, 	 0.61371, 	 0.74706, 	 y,  	 1.000000e-10 
Custom, 	 16, 	 16, 	 15, 	 15, 	 7, 	 7, 	 1410409.9589, 	 1.7194e-11, 	 1316847.081, 	 6.4047e-12, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 16, 	 16, 	 15, 	 15, 	 7, 	 7, 	 9.3006, 	 9.9401e-12, 	 10.2676, 	 6.006e-12, 	 0.93774, 	 0.61371, 	 0.74706, 	 y,  	 1.000000e-10 
Custom, 	 16, 	 16, 	 15, 	 15, 	 8, 	 8, 	 900342.3914, 	 9.8784e-11, 	 889436.0336, 	 3.0762e-11, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 16, 	 16, 	 15, 	 15, 	 8, 	 8, 	 5.9371, 	 5.7108e-11, 	 7.3715, 	 3.0663e-11, 	 0.99676, 	 0.61371, 	 0.74706, 	 y,  	 1.000000e-10 
Custom, 	 16, 	 16, 	 15, 	 15, 	 9, 	 9, 	 547198.9371, 	 6.4816e-10, 	 577107.5948, 	 1.6498e-10, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 16, 	 16, 	 15, 	 15, 	 9, 	 9, 	 3.6084, 	 3.7471e-10, 	 9.0266, 	 3.1035e-10, 	 1.8811, 	 0.61371, 	 0.74706, 	 y,  	 1.000000e-10 
Custom, 	 16, 	 16, 	 15, 	 15, 	 10, 	 10, 	 312940.3039, 	 4.9836e-09, 	 356668.8701, 	 1.0072e-09, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 16, 	 16, 	 15, 	 15, 	 10, 	 10, 	 2.0636, 	 2.8811e-09, 	 7.0995, 	 2.411e-09, 	 2.3939, 	 0.61371, 	 0.74706, 	 y,  	 1.000000e-10 
Custom, 	 16, 	 16, 	 15, 	 15, 	 11, 	 11, 	 165541.2365, 	 4.6503e-08, 	 207496.9196, 	 7.1776e-09, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 16, 	 16, 	 15, 	 15, 	 11, 	 11, 	 1.0916, 	 2.6884e-08, 	 4.6657, 	 1.941e-08, 	 2.7043, 	 0.61371, 	 0.74706, 	 y,  	 1.000000e-10 
Custom, 	 16, 	 16, 	 15, 	 15, 	 12, 	 12, 	 78836.1945, 	 5.5366e-07, 	 111683.7761, 	 6.1812e-08, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 16, 	 16, 	 15, 	 15, 	 12, 	 12, 	 0.51987, 	 3.2008e-07, 	 3.0588, 	 2.036e-07, 	 3.2939, 	 0.61371, 	 0.74706, 	 y,  	 1.000000e-10 
Custom, 	 16, 	 16, 	 15, 	 15, 	 13, 	 13, 	 32219.7777, 	 9.0762e-06, 	 54119.1436, 	 6.7581e-07, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 16, 	 16, 	 15, 	 15, 	 13, 	 13, 	 0.21247, 	 2.2501e-06, 	 1.0186, 	 1.5298e-06, 	 2.2637, 	 0.61371, 	 0.74706, 	 y,  	 1.000000e-10 
Custom, 	 16, 	 16, 	 15, 	 15, 	 14, 	 14, 	 10200.1687, 	 0.00022205, 	 22497.2723, 	 1.0114e-05, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 16, 	 16, 	 15, 	 15, 	 14, 	 14, 	 0.067262, 	 2.8958e-06, 	 0.067262, 	 2.8958e-06, 	 0.28632, 	 0.6231, 	 0.74706, 	 y,  	 1.000000e-10 
Custom, 	 16, 	 16, 	 15, 	 15, 	 15, 	 15, 	 1818.0253, 	 0.00070198, 	 7236.583, 	 0.00023504, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 16, 	 16, 	 15, 	 15, 	 15, 	 15, 	 0.011989, 	 2.3694e-06, 	 0.0046405, 	 2.5005e-06, 	 0.046138, 	 0.62363, 	 0.7608, 	 y,  	 1.000000e-10 
Custom, 	 10, 	 6, 	 9, 	 6, 	 9, 	 4, 	 5994.4659, 	 0.0014118, 	 12691.5111, 	 0.00037688, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 10, 	 6, 	 9, 	 6, 	 9, 	 4, 	 0.039529, 	 5.6353e-05, 	 0.078582, 	 3.4258e-05, 	 0.74466, 	 0.44321, 	 0.48239, 	 y,  	 1.000000e-10 
Custom, 	 10, 	 6, 	 9, 	 6, 	 8, 	 5, 	 8715.8468, 	 0.00074642, 	 13531.3388, 	 0.00029224, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 10, 	 6, 	 9, 	 6, 	 8, 	 5, 	 0.057474, 	 8.6421e-05, 	 0.10839, 	 5.9807e-05, 	 0.96337, 	 0.44321, 	 0.48239, 	 y,  	 1.000000e-10 
Custom, 	 10, 	 6, 	 9, 	 6, 	 8, 	 4, 	 13431.6395, 	 0.00028757, 	 20852.5997, 	 0.00011259, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 10, 	 6, 	 9, 	 6, 	 8, 	 4, 	 0.088572, 	 5.7395e-05, 	 0.14621, 	 3.4767e-05, 	 0.84325, 	 0.44321, 	 0.48239, 	 y,  	 1.000000e-10 
Custom, 	 10, 	 6, 	 9, 	 6, 	 7, 	 6, 	 7023.4263, 	 0.00070173, 	 9428.8502, 	 0.00035636, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 10, 	 6, 	 9, 	 6, 	 7, 	 6, 	 0.046314, 	 5.6874e-05, 	 0.070303, 	 3.9599e-05, 	 0.89673, 	 0.44321, 	 0.48239, 	 y,  	 1.000000e-10 
Custom, 	 10, 	 6, 	 9, 	 6, 	 7, 	 5, 	 14545.4923, 	 0.00020761, 	 19527.1171, 	 0.00010543, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 10, 	 6, 	 9, 	 6, 	 7, 	 5, 	 0.095917, 	 6.7306e-05, 	 0.11406, 	 3.6712e-05, 	 0.70249, 	 0.44321, 	 0.48239, 	 y,  	 1.000000e-10 
Custom, 	 10, 	 6, 	 9, 	 6, 	 7, 	 4, 	 22415.4706, 	 7.9986e-05, 	 30092.4513, 	 4.0619e-05, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 10, 	 6, 	 9, 	 6, 	 7, 	 4, 	 0.14781, 	 4.47e-05, 	 0.1722, 	 2.3886e-05, 	 0.68823, 	 0.44321, 	 0.48239, 	 y,  	 1.000000e-10 
Custom, 	 13, 	 13, 	 12, 	 12, 	 10, 	 10, 	 4530.7607, 	 2.1372e-05, 	 5586.8259, 	 3.1495e-06, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 13, 	 13, 	 12, 	 12, 	 10, 	 10, 	 0.35795, 	 2.399e-06, 	 0.36962, 	 1.7854e-06, 	 0.56688, 	 0.67696, 	 0.69454, 	 y,  	 1.000000e-10 
Custom, 	 13, 	 13, 	 12, 	 12, 	 11, 	 11, 	 1512.1659, 	 0.00010031, 	 2468.7747, 	 3.4793e-05, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 13, 	 13, 	 12, 	 12, 	 11, 	 11, 	 0.10502, 	 1.126e-05, 	 0.10502, 	 1.126e-05, 	 0.3645, 	 0.67028, 	 0.69454, 	 y,  	 1.000000e-10 
Custom, 	 13, 	 13, 	 12, 	 12, 	 12, 	 12, 	 282.0063, 	 0.00052378, 	 841.93, 	 0.00058141, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 13, 	 13, 	 12, 	 12, 	 12, 	 12, 	 0.023987, 	 6.9566e-05, 	 0.023987, 	 6.9566e-05, 	 0.17437, 	 0.6743, 	 0.71429, 	 y,  	 1.000000e-10 
Custom, 	 7, 	 6, 	 6, 	 6, 	 6, 	 5, 	 589.4087, 	 0.0044451, 	 822.1419, 	 0.0019582, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 7, 	 6, 	 6, 	 6, 	 6, 	 5, 	 0.031623, 	 0.0025786, 	 0.070549, 	 0.00083522, 	 0.73527, 	 0.45827, 	 0.48239, 	 y,  	 1.000000e-10 
Custom, 	 7, 	 6, 	 6, 	 6, 	 5, 	 6, 	 604.8352, 	 0.0039913, 	 611.7681, 	 0.0025499, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 7, 	 6, 	 6, 	 6, 	 5, 	 6, 	 0.032348, 	 0.00057884, 	 0.079634, 	 0.00041247, 	 1.1154, 	 0.45827, 	 0.48239, 	 y,  	 1.000000e-10 
Custom, 	 7, 	 6, 	 6, 	 6, 	 5, 	 5, 	 1252.6116, 	 0.0011808, 	 1266.9696, 	 0.00075441, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 7, 	 6, 	 6, 	 6, 	 5, 	 5, 	 0.066994, 	 0.00068502, 	 0.13509, 	 0.00039982, 	 0.91359, 	 0.45827, 	 0.48239, 	 y,  	 1.000000e-10 
Custom, 	 11, 	 11, 	 10, 	 10, 	 9, 	 9, 	 578.7323, 	 0.001041, 	 1133.9035, 	 0.00014826, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 11, 	 11, 	 10, 	 10, 	 9, 	 9, 	 0.24184, 	 0.00028265, 	 1.1122, 	 0.0001847, 	 1.7221, 	 0.7337, 	 0.64571, 	 y,  	 1.000000e-10 
Custom, 	 11, 	 11, 	 10, 	 10, 	 10, 	 10, 	 112.4186, 	 0.011739, 	 407.135, 	 0.0019164, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 11, 	 11, 	 10, 	 10, 	 10, 	 10, 	 0.049285, 	 0.0013177, 	 0.35643, 	 0.00060885, 	 1.5371, 	 0.7337, 	 0.64571, 	 y,  	 1.000000e-10 
Custom, 	 5, 	 6, 	 4, 	 6, 	 4, 	 5, 	 266.4719, 	 0.0098607, 	 345.3861, 	 0.0056205, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 5, 	 6, 	 4, 	 6, 	 4, 	 5, 	 0.07007, 	 0.0057202, 	 0.13799, 	 0.0022871, 	 0.70144, 	 0.4611, 	 0.48239, 	 y,  	 1.000000e-10 
Custom, 	 5, 	 6, 	 4, 	 6, 	 3, 	 6, 	 257.8702, 	 0.011133, 	 240.0732, 	 0.0091158, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 5, 	 6, 	 4, 	 6, 	 3, 	 6, 	 0.067723, 	 0.0016146, 	 0.12658, 	 0.0012238, 	 0.92571, 	 0.4611, 	 0.48239, 	 y,  	 1.000000e-10 
Custom, 	 5, 	 6, 	 4, 	 6, 	 3, 	 5, 	 534.0483, 	 0.0032937, 	 497.1907, 	 0.002697, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 5, 	 6, 	 4, 	 6, 	 3, 	 5, 	 0.14025, 	 0.0019107, 	 0.21987, 	 0.0012148, 	 0.77644, 	 0.4611, 	 0.48239, 	 y,  	 1.000000e-10 
Custom, 	 9, 	 9, 	 8, 	 8, 	 7, 	 7, 	 250.4633, 	 0.0031834, 	 486.7168, 	 0.0006631, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 9, 	 9, 	 8, 	 8, 	 7, 	 7, 	 0.5715, 	 0.0016162, 	 2.1018, 	 0.00062175, 	 1.5652, 	 0.82707, 	 0.57882, 	 y,  	 1.000000e-10 
Custom, 	 9, 	 9, 	 8, 	 8, 	 8, 	 8, 	 51.3685, 	 0.061958, 	 186.902, 	 0.0063659, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 9, 	 9, 	 8, 	 8, 	 8, 	 8, 	 0.11721, 	 0.0066293, 	 0.70954, 	 0.0017491, 	 1.376, 	 0.82707, 	 0.57882, 	 y,  	 1.000000e-10 
Custom, 	 3, 	 6, 	 2, 	 6, 	 2, 	 5, 	 120.4785, 	 0.021875, 	 135.1894, 	 0.01776, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 3, 	 6, 	 2, 	 6, 	 2, 	 5, 	 0.15553, 	 0.01269, 	 0.24751, 	 0.0068371, 	 0.66361, 	 0.46793, 	 0.48239, 	 y,  	 1.000000e-10 
Custom, 	 3, 	 6, 	 2, 	 6, 	 1, 	 6, 	 105.1326, 	 0.033406, 	 83.8118, 	 0.038537, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 3, 	 6, 	 2, 	 6, 	 1, 	 6, 	 0.13572, 	 0.0048447, 	 0.16818, 	 0.0040651, 	 0.72734, 	 0.46793, 	 0.48239, 	 y,  	 1.000000e-10 
Custom, 	 3, 	 6, 	 2, 	 6, 	 1, 	 5, 	 217.7292, 	 0.0098833, 	 173.5739, 	 0.011402, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 3, 	 6, 	 2, 	 6, 	 1, 	 5, 	 0.28108, 	 0.0057334, 	 0.33954, 	 0.0046898, 	 0.70905, 	 0.46793, 	 0.48239, 	 y,  	 1.000000e-10 
Custom, 	 16, 	 16, 	 15, 	 15, 	 1, 	 1, 	 10635321.2861, 	 3.3163e-15, 	 8088695.271, 	 1.6927e-15, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 16, 	 16, 	 15, 	 15, 	 1, 	 1, 	 70.132, 	 1.8371e-15, 	 70.132, 	 1.8371e-15, 	 1.0853, 	 0.6163, 	 0.74194, 	 y,  	 1.000000e-10 
Custom, 	 16, 	 16, 	 15, 	 15, 	 2, 	 2, 	 8059681.5677, 	 1.154e-14, 	 6318995.2363, 	 5.2893e-15, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 16, 	 16, 	 15, 	 15, 	 2, 	 2, 	 53.1476, 	 5.9532e-15, 	 53.1476, 	 5.9532e-15, 	 1.1255, 	 0.61185, 	 0.74402, 	 y,  	 1.000000e-10 
Custom, 	 16, 	 16, 	 15, 	 15, 	 3, 	 3, 	 5988961.2177, 	 4.2673e-14, 	 4853155.0042, 	 1.7431e-14, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 16, 	 16, 	 15, 	 15, 	 3, 	 3, 	 39.4927, 	 2.0393e-14, 	 39.4927, 	 2.0393e-14, 	 1.1699, 	 0.60767, 	 0.74557, 	 y,  	 1.000000e-10 
Custom, 	 16, 	 16, 	 15, 	 15, 	 4, 	 4, 	 4352314.274, 	 1.6884e-13, 	 3656544.264, 	 6.0924e-14, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 16, 	 16, 	 15, 	 15, 	 4, 	 4, 	 28.7003, 	 7.4287e-14, 	 28.7003, 	 7.4287e-14, 	 1.2193, 	 0.60777, 	 0.7416, 	 y,  	 1.000000e-10 
